id_chantier,adresse,code_postal,latitude,longitude
860,1 rue Vaucanson,75003,48.865838492349724,2.3557712901829007
184,1 boulevard du Temple,75003,48.86312982810186,2.3664485582877113
561,36 rue Saint-Merri,75004,48.86012760540931,2.3511192902952183
1382,17 quai de Seine,75019,48.88491415553725,2.370846593449069
2129,7 rue Saint-Hippolyte,75013,48.83596652433325,2.3476299435017
1541,1 rue Saint-Étienne-du-Mont,75005,48.846598823026966,2.3487887813341253
1587,33 rue de l'Arbre Sec,75001,48.86064797568457,2.3423067392784893
1682,99 boulevard de Sébastopol,75002,48.86586151846932,2.3520899059080036
427,1 place Louis Lépine,75004,48.85481701958208,2.3471161905849307
1156,247 rue Saint-Jacques,75005,48.84254997623874,2.3414428517668604
17,123 rue Saint-Honoré,75001,48.861512635549964,2.3417880561784203
1514,85 rue de Rennes,75006,48.84997937865641,2.3298396723393706
876,73 rue du Cardinal-Lemoine,75005,48.84540318198033,2.3502219560804423
1205,8 rue de la Montagne Sainte-Geneviève,75005,48.84908959420194,2.348590093389891
2114,60 rue Notre-Dame-de-Nazareth,75003,48.8676821081433,2.35711930360584
90,57 rue Raynouard,75016,48.85491898934464,2.280074046069525
550,8 rue Emile Gilbert,75012,48.84650604691718,2.3732801557726404
1987,11 place Marcelin Berthelot,75005,48.84909096642036,2.345545561443745
161,1 place du Puits de l'Hermite,75005,48.84217770253474,2.3543397212676767
172,49 rue Saint-André des Arts,75006,48.85345084553162,2.3395839364424442
136,254 rue Saint-Martin,75003,48.865808030903814,2.353824294231663
1667,30 boulevard Saint-Marcel,75005,48.83926538616996,2.358972455729814
78,88 ter boulevard de Port-Royal,75005,48.8393070257113,2.338781673032206
54,55 quai des Grands-Augustins,75006,48.855690890581926,2.3404851436479146
572,242 rue Saint-Jacques,75005,48.84408614537001,2.341796439986069
2237,4 avenue Victoria,75004,48.85706416587997,2.350707588726731
1451,25 boulevard Saint-Michel,75005,48.850414083808424,2.34293337053624
80,8 rue Pavée,75004,48.85591588915039,2.360412658114203
208,77 rue Saint-Jacques,75005,48.849691270343726,2.3450821955085206
1247,29 boulevard du général Martial Valin,75015,48.837686983415296,2.272735879193877
967,173 boulevard Saint-Germain,75006,48.854201327150435,2.330740812956028
1446,304 rue Saint-Jacques,75005,48.84076290396993,2.340636407676862
